major1,major2,major3,minor1,minor2,minor3
HIST,NA,NA,SSES,NA,NA
PSYC,NA,NA,GS,NA,NA
GOVT,NA,NA,NA,NA,NA
CONBI,NA,NA,NA,NA,NA
MATH,NA,NA,CHEM,NA,NA
GOVT,NA,NA,NA,NA,NA
MATH,NA,NA,NA,NA,NA
CS,NA,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
GS,ENVS,NA,NA,NA,NA
SOC,BUSLA,NA,NA,NA,NA
GS,NA,NA,NA,NA,NA
GS,NA,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
MFDBA,NA,NA,SSES,NA,NA
ECON,NA,NA,SSES,NA,NA
ECON,MATH,NA,NA,NA,NA
SOC,NA,NA,GNDR,NA,NA
PCA,NA,NA,SSES,NA,NA
SOC,NA,NA,PUB,NA,NA
PCA,NA,NA,NA,NA,NA
GS,NA,NA,NA,NA,NA
ECON,NA,NA,FRST,MATH,NA
PCA,NA,NA,SOC,NA,NA
HIST,ANTH,NA,REL,NA,NA
SOC,NA,NA,EDUCS,NA,NA
ANTH,NA,NA,NA,NA,NA
GOVT,NA,NA,MUS,NA,NA
ART,NA,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
SOC,NA,NA,EDUCS,NA,NA
ECON,BUSLA,NA,SSES,NA,NA
GS,NA,NA,AFS,NA,NA
MUS,NA,NA,NA,NA,NA
EC_FR,NA,NA,GS,NA,NA
SOC,BUSLA,NA,AFS,NA,NA
NRSCI,NA,NA,NA,NA,NA
EN_EC,NA,NA,NA,NA,NA
BIOL,ART,NA,NA,NA,NA
PHYS,NA,NA,NA,NA,NA
CS,NA,NA,MATH,STATS,NA
PSYC,ART,NA,NA,NA,NA
MULTL,NA,NA,NA,NA,NA
GOVT,NA,NA,ENG,REL,NA
PCA,FRST,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
GS,NA,NA,AFS,OUTDR,PUB
ANTH,NA,NA,SSES,NA,NA
BIOL,NA,NA,PUB,STATS,NA
MATH,CHEM,NA,NA,NA,NA
GS,HISP,NA,CLAS,NA,NA
HIST,NA,NA,EDUCS,AFS,NA
CS,NA,NA,NA,NA,NA
GOVT,NA,NA,ARAB,NA,NA
PSYC,NA,NA,ART,NA,NA
GS,BUSLA,NA,ITAL,NA,NA
ECON,NA,NA,GER,NA,NA
MATH,NA,NA,STATS,NA,NA
ENG,NA,NA,NA,NA,NA
NRSCI,NA,NA,PUB,NA,NA
CONBI,NA,NA,OUTDR,NA,NA
SOC,FRST,NA,NA,NA,NA
MATH,STAT,NA,MUS,NA,NA
PSYC,NA,NA,ART,FRST,NA
PCA,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
CHEM,NA,NA,NA,NA,NA
MATH,CS,NA,NA,NA,NA
SOC,NA,NA,GRST,PCA,NA
BIOL,NA,NA,PUB,SOC,NA
ECON,BUSLA,NA,NA,NA,NA
ENG,NA,NA,HISP,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ENG,NA,NA,PCA,NA,NA
PSYC,PCA,NA,NA,NA,NA
EC_MA,NA,NA,NA,NA,NA
HIST,BUSLA,NA,NA,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ANTH,ENVS,NA,NA,NA,NA
GOVT,NA,NA,ARAB,NA,NA
HIST,NA,NA,EDUCS,NA,NA
PHIL,NA,NA,GER,NA,NA
ENG,NA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
HIST,GOVT,NA,NA,NA,NA
ENG,GS,NA,NA,NA,NA
MUS,PCA,NA,NA,NA,NA
NRSCI,NA,NA,CHEM,NA,NA
ENG,PCA,NA,NA,NA,NA
PHIL,SOC,NA,NA,NA,NA
EC_SP,NA,NA,GOVT,NA,NA
PSYC,NA,NA,SOC,NA,NA
GOVT,FRST,NA,ARAB,NA,NA
EN_EC,NA,NA,AFS,NA,NA
CONBI,NA,NA,NA,NA,NA
STAT,NA,NA,MATH,NA,NA
ECON,BUSLA,NA,SSES,NA,NA
MATH,CS,NA,NA,NA,NA
MATH,ECON,NA,NA,NA,NA
EN_PH,NA,NA,NA,NA,NA
HI_SP,NA,NA,AFS,ART,NA
ENG,NA,NA,PCA,NA,NA
ENG,SOC,NA,NA,NA,NA
PCA,BUSLA,NA,ENG,NA,NA
PCA,NA,NA,NA,NA,NA
GOVT,BUSLA,NA,NA,NA,NA
CONBI,NA,NA,NA,NA,NA
ANTH,NA,NA,NA,NA,NA
PSYC,NA,NA,EDUCS,NA,NA
CHEM,NA,NA,NA,NA,NA
CONBI,GS,NA,NA,NA,NA
ECON,PHIL,NA,NA,NA,NA
GS,NA,NA,AS,GOVT,NA
BIOL,NA,NA,ANTH,NA,NA
SOC,NA,NA,NA,NA,NA
PCA,ENG,NA,NA,NA,NA
PCA,ENG,NA,NA,NA,NA
EC_SP,NA,NA,NA,NA,NA
MATH,ECON,NA,NA,NA,NA
EC_SP,NA,NA,CLAS,FLMS,NA
ENG,AF_AN,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
BIOL,NA,NA,SSES,NA,NA
MATH,NA,NA,NA,NA,NA
ENG,BUSLA,NA,NA,NA,NA
CHEM,NA,NA,NA,NA,NA
HISP,MUS,NA,EDUCS,NA,NA
EC_MA,NA,NA,NA,NA,NA
PSYC,NA,NA,BIOL,GNDR,PUB
PSYC,NA,NA,FLMS,NA,NA
GOVT,BUSLA,NA,SSES,NA,NA
PHIL,NA,NA,NA,NA,NA
HIST,NA,NA,SSES,NA,NA
BIOL,BUSLA,NA,NA,NA,NA
PCA,BUSLA,NA,NA,NA,NA
NRSCI,MATH,NA,NA,NA,NA
ART,NA,NA,NA,NA,NA
STAT,ECON,NA,NA,NA,NA
ENG,NA,NA,NA,NA,NA
MULTL,NA,NA,NA,NA,NA
PSYC,BUSLA,NA,SSES,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
GOVT,ENVS,NA,NA,NA,NA
CHEM,NA,NA,NA,NA,NA
PCA,NA,NA,SOC,NA,NA
PSYC,NA,NA,PUB,NA,NA
GS,BUSLA,NA,NA,NA,NA
SOC,ENVS,NA,PUB,NA,NA
PCA,NA,NA,EDUCS,NA,NA
PSYC,NA,NA,PUB,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,GOVT,BUSLA,NA,NA,NA
EN_GO,NA,NA,NA,NA,NA
ENVS,NA,NA,AFS,NA,NA
GOVT,NA,NA,ARAB,NA,NA
PCA,NA,NA,EDUCS,NA,NA
GS,NA,NA,FLMS,PUB,NA
MATH,STAT,NA,NA,NA,NA
STAT,MATH,NA,NA,NA,NA
ANTH,HIST,NA,ITAL,NA,NA
ANTH,HIST,NA,NA,NA,NA
MATH,NA,NA,EDUCT,NA,NA
GEOL,NA,NA,PUB,REL,NA
HIST,BUSLA,NA,NA,NA,NA
PSYC,NA,NA,EDUCS,SSES,NA
ECON,BUSLA,NA,NA,NA,NA
BIOL,NA,NA,CS,CHEM,NA
ENVS,ECON,NA,NA,NA,NA
PSYC,ANTH,NA,NA,NA,NA
PHYS,NA,NA,MATH,NA,NA
PCA,NA,NA,FLMS,NA,NA
BIOL,NA,NA,NA,NA,NA
MATH,CS,NA,NA,NA,NA
NRSCI,NA,NA,CHEM,NA,NA
EN_EC,NA,NA,PUB,NA,NA
PSYC,BIOL,NA,SSES,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
BIOL,NA,NA,HIST,NA,NA
SOC,NA,NA,NA,NA,NA
HIST,GOVT,NA,NA,NA,NA
MUS,NA,NA,ECON,NA,NA
STAT,NA,NA,SSES,NA,NA
ECON,NA,NA,SSES,STATS,NA
GOVT,NA,NA,NA,NA,NA
ENG,NA,NA,NA,NA,NA
GEOL,NA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
CONBI,NA,NA,ENG,NA,NA
ECON,GOVT,NA,NA,NA,NA
STAT,NA,NA,MATH,NA,NA
SOC,NA,NA,EDUCS,NA,NA
CS,BUSLA,MATH,NA,NA,NA
ECON,BUSLA,NA,PCA,NA,NA
GS,AF_GO,NA,NA,NA,NA
GEOL,NA,NA,SSES,NA,NA
FRST,HIST,NA,EUR,NA,NA
PCA,MUS,NA,NA,NA,NA
BIOL,BUSLA,NA,SSES,NA,NA
PSYC,NA,NA,EDUCS,STATS,NA
CHEM,NA,NA,NA,NA,NA
EN_SO,NA,NA,AFS,NA,NA
GOVT,NA,NA,EDUCS,GNDR,NA
GOVT,NA,NA,GS,NA,NA
MFDBA,NA,NA,NA,NA,NA
CHEM,NA,NA,MATH,NA,NA
EN_GE,NA,NA,HISP,NA,NA
BIOL,PHIL,NA,NA,NA,NA
PSYC,NA,NA,SOC,NA,NA
ENVS,NA,NA,PCA,NA,NA
GEOL,NA,NA,OUTDR,NA,NA
NRSCI,NA,NA,NA,NA,NA
GOVT,NA,NA,FLMS,NA,NA
GEOL,NA,NA,NA,NA,NA
PCA,NA,NA,PHIL,NA,NA
EC_FR,NA,NA,NA,NA,NA
ENG,ANTH,NA,NA,NA,NA
GOVT,ECON,NA,AFS,NA,NA
PSYC,GOVT,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,SSES,NA,NA
GS,NA,NA,CLAS,PCA,NA
HISP,NA,NA,CLAS,PSYC,NA
HIST,BUSLA,NA,NA,NA,NA
ECON,GS,NA,NA,NA,NA
BIOL,NA,NA,PUB,NA,NA
BIOL,NA,NA,SSES,NA,NA
ENVS,NA,NA,HISP,NA,NA
PSYC,BUSLA,NA,EDUCS,NA,NA
PSYC,PCA,NA,NA,NA,NA
PSYC,BUSLA,NA,ART,NA,NA
ENG,NA,NA,NA,NA,NA
BIOL,NA,NA,PUB,NA,NA
ART,PCA,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
EN_BI,NA,NA,NA,NA,NA
PSYC,NA,NA,PCA,NA,NA
GOVT,NA,NA,PCA,NA,NA
CONBI,NA,NA,CLAS,NA,NA
CONBI,NA,NA,NA,NA,NA
HIST,BUSLA,NA,NA,NA,NA
CHEM,NA,NA,NA,NA,NA
BIOL,NA,NA,SSES,NA,NA
ECON,BUSLA,NA,NA,NA,NA
CS,BUSLA,NA,MATH,NA,NA
BIOL,NA,NA,SSES,NA,NA
GS,NA,NA,HISP,NA,NA
ECON,BUSLA,NA,STATS,NA,NA
EN_BI,NA,NA,NA,NA,NA
ENG,NA,NA,PCA,NA,NA
AF_HI,NA,NA,GNDR,NA,NA
BIOL,GOVT,NA,NA,NA,NA
PSYC,NA,NA,PUB,NA,NA
EC_MA,NA,NA,NA,NA,NA
EC_FR,BUSLA,NA,NA,NA,NA
ENG,NA,NA,GNDR,NA,NA
ECON,NA,NA,GOVT,NA,NA
ECON,BUSLA,NA,NA,NA,NA
HIST,NA,NA,SSES,NA,NA
BIOL,NA,NA,NA,NA,NA
ENVS,PSYC,NA,NA,NA,NA
STAT,NA,NA,SSES,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ENG,BUSLA,NA,EDUCS,NA,NA
PCA,NA,NA,NA,NA,NA
BIOL,NA,NA,PUB,NA,NA
ENVS,NA,NA,OUTDR,PUB,NA
NRSCI,NA,NA,CHEM,NA,NA
PSYC,NA,NA,ENG,ITAL,NA
PSYC,BUSLA,NA,FLMS,NA,NA
ECON,BUSLA,NA,STATS,NA,NA
STAT,ECON,NA,NA,NA,NA
EN_EC,NA,NA,AFS,NA,NA
PCA,NA,NA,NA,NA,NA
CS,MATH,NA,NA,NA,NA
CS,NA,NA,MATH,NA,NA
GEOL,BUSLA,NA,NA,NA,NA
PCA,PSYC,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
EN_PS,NA,NA,NA,NA,NA
EN_EN,NA,NA,OUTDR,NA,NA
EN_SO,NA,NA,GOVT,NA,NA
HIST,GOVT,NA,NA,NA,NA
ECON,BUSLA,NA,SSES,NA,NA
PCA,NA,NA,EDUCS,NA,NA
ENG,ECON,NA,NA,NA,NA
ART,NA,NA,ITAL,NA,NA
GOVT,NA,NA,EDUCS,GS,NA
ENG,FRST,NA,NA,NA,NA
CS,BUSLA,NA,MUS,NA,NA
BIOL,NA,NA,FLMS,NA,NA
PCA,NA,NA,NA,NA,NA
GS,BUSLA,NA,ITAL,NA,NA
REL,NA,NA,CHIN,GER,NA
STAT,BIOL,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ENG,NA,NA,ECON,EDUCS,NA
ENVS,BUSLA,NA,NA,NA,NA
PSYC,NA,NA,EDUCS,PUB,NA
PCA,NA,NA,SOC,NA,NA
SOC,NA,NA,ART,NA,NA
EC_SP,NA,NA,STATS,NA,NA
ENG,NA,NA,SSES,NA,NA
AF_AN,NA,NA,ENG,NA,NA
GOVT,NA,NA,NA,NA,NA
GOVT,NA,NA,EUR,FRST,NA
PSYC,ECON,NA,CHIN,NA,NA
ENVS,NA,NA,NA,NA,NA
PSYC,ANTH,NA,GNDR,NA,NA
BIOCH,NA,NA,NA,NA,NA
PCA,NA,NA,REL,NA,NA
PCA,NA,NA,NA,NA,NA
PCA,NA,NA,SSES,NA,NA
ANTH,GOVT,NA,AS,PUB,NA
BIOL,BUSLA,NA,AFS,PUB,NA
PSYC,NA,NA,ART,NA,NA
BIOL,NA,NA,GNDR,NA,NA
ENG,NA,NA,NA,NA,NA
PCA,NA,NA,FLMS,NA,NA
PCA,NA,NA,NA,NA,NA
BIOL,NA,NA,PUB,STATS,NA
EN_BI,NA,NA,NA,NA,NA
MULTL,NA,NA,ARAB,MATH,NA
ENG,NA,NA,NA,NA,NA
MATH,ECON,NA,NA,NA,NA
STAT,NA,NA,PUB,NA,NA
EN_EN,NA,NA,NA,NA,NA
GOVT,ANTH,NA,NA,NA,NA
EC_ML,NA,NA,FR,NA,NA
CHEM,NA,NA,MATH,NA,NA
GOVT,BUSLA,NA,NA,NA,NA
MATH,BUSLA,NA,NA,NA,NA
PCA,NA,NA,EDUCS,NA,NA
PSYC,NA,NA,ECON,NA,NA
ANTH,NA,NA,HIST,REL,NA
BIOL,GOVT,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
ENG,NA,NA,HISP,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ART,NA,NA,NA,NA,NA
PSYC,NA,NA,PEAC,NA,NA
BIOL,BUSLA,NA,NA,NA,NA
NRSCI,NA,NA,NA,NA,NA
EN_PH,BUSLA,NA,NA,NA,NA
CS,NA,NA,NA,NA,NA
ECON,NA,NA,SSES,NA,NA
ECON,NA,NA,GOVT,NA,NA
ENVS,NA,NA,STATS,NA,NA
ENG,HIST,NA,AFS,NA,NA
GOVT,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ENVS,NA,NA,NA,NA,NA
ENG,NA,NA,SSES,NA,NA
ECON,BUSLA,NA,NA,NA,NA
NRSCI,NA,NA,CHEM,NA,NA
GOVT,HIST,NA,PHIL,NA,NA
GOVT,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
NRSCI,NA,NA,CHEM,NA,NA
AS_HI,NA,NA,CHIN,ENG,NA
HIST,NA,NA,PCA,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
NRSCI,NA,NA,PUB,NA,NA
ENG,PSYC,NA,NA,NA,NA
EN_BI,NA,NA,EDUCS,NA,NA
PCA,GOVT,NA,NA,NA,NA
GS,BUSLA,NA,AS,CLAS,NA
SOC,NA,NA,PUB,NA,NA
CONBI,NA,NA,FR,NA,NA
PSYC,NA,NA,ENG,NA,NA
ENG,NA,NA,GOVT,NA,NA
PSYC,BUSLA,NA,EDUCS,NA,NA
GS,NA,NA,NA,NA,NA
GS,NA,NA,AFS,NA,NA
MATH,NA,NA,AS,CS,STATS
ECON,BUSLA,NA,NA,NA,NA
SOC,NA,NA,AS,ENG,NA
MATH,SOC,NA,PUB,NA,NA
CONBI,NA,NA,AFS,GS,NA
CONBI,GS,NA,AFS,NA,NA
NRSCI,NA,NA,PHIL,NA,NA
ART,ANTH,NA,NA,NA,NA
ART,BUSLA,NA,ENG,NA,NA
PSYC,NA,NA,SSES,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PSYC,PCA,NA,NA,NA,NA
ART,NA,NA,EDUCS,NA,NA
GOVT,NA,NA,NA,NA,NA
GOVT,NA,NA,ECON,NA,NA
CONBI,ART,NA,NA,NA,NA
HIST,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
EC_SP,NA,NA,GOVT,NA,NA
BIOL,NA,NA,NA,NA,NA
STAT,NA,NA,ECON,NA,NA
ENG,NA,NA,AFS,BIOL,NA
STAT,ECON,NA,NA,NA,NA
CS,BUSLA,NA,NA,NA,NA
PSYC,ANTH,NA,GOVT,NA,NA
ECON,BUSLA,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
PCA,NA,NA,ENG,NA,NA
ECON,BUSLA,NA,NA,NA,NA
MATH,CS,NA,NA,NA,NA
STAT,ECON,NA,NA,NA,NA
ECON,BUSLA,NA,MUS,NA,NA
HIST,BUSLA,NA,AFS,REL,NA
EN_EN,NA,NA,NA,NA,NA
NRSCI,NA,NA,CHEM,NA,NA
BIOL,PHIL,NA,NA,NA,NA
EN_PS,NA,NA,NA,NA,NA
STAT,NA,NA,NA,NA,NA
ENVS,BUSLA,NA,OUTDR,NA,NA
PCA,NA,NA,REL,NA,NA
GOVT,BUSLA,NA,NA,NA,NA
CONBI,NA,NA,GOVT,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ANTH,NA,NA,GNDR,NA,NA
ECON,GOVT,NA,NA,NA,NA
PHYS,NA,NA,NA,NA,NA
EC_SP,NA,NA,GOVT,NA,NA
GS,PCA,NA,GOVT,NA,NA
PCA,NA,NA,NA,NA,NA
ENG,BUSLA,NA,NA,NA,NA
PCA,BUSLA,NA,NA,NA,NA
ENVS,NA,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
MATH,BUSLA,NA,NA,NA,NA
BIOCH,NA,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
EN_EN,NA,NA,AFS,OUTDR,NA
PCA,NA,NA,NA,NA,NA
CS,MATH,NA,NA,NA,NA
PSYC,ANTH,NA,NA,NA,NA
EC_SP,NA,NA,CLAS,GNDR,NA
PSYC,NA,NA,AFS,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ENG,NA,NA,EUR,GNDR,NA
STAT,BUSLA,NA,NA,NA,NA
BIOL,MATH,NA,NA,NA,NA
PCA,NA,NA,ENG,NA,NA
ENG,NA,NA,NA,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
GOVT,NA,NA,HISP,NA,NA
BIOL,ANTH,NA,NA,NA,NA
MATH,ECON,NA,NA,NA,NA
STAT,NA,NA,SSES,NA,NA
CONBI,NA,NA,AFS,NA,NA
ENVS,ECON,NA,NA,NA,NA
STAT,PSYC,NA,NA,NA,NA
GS,NA,NA,GNDR,NA,NA
PHIL,NA,NA,AS,FLMS,NA
EN_EN,NA,NA,AFS,NA,NA
HIST,ENG,NA,NA,NA,NA
ENVS,NA,NA,AFS,NA,NA
ENVS,GOVT,NA,NA,NA,NA
PSYC,BUSLA,NA,ITAL,NA,NA
ENG,NA,NA,EDUCS,GS,NA
PCA,NA,NA,NA,NA,NA
GOVT,NA,NA,ARAB,MATH,NA
HIST,NA,NA,NA,NA,NA
HIST,NA,NA,NA,NA,NA
PCA,NA,NA,ENG,NA,NA
GS,BUSLA,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
PHYS,NA,NA,NA,NA,NA
ECON,NA,NA,STATS,NA,NA
GS,NA,NA,BIOL,NA,NA
CONBI,MUS,NA,GS,NA,NA
REL,NA,NA,NA,NA,NA
PCA,BUSLA,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
PSYC,NA,NA,GNDR,SSES,NA
GOVT,NA,NA,CLAS,NA,NA
PHYS,NA,NA,MATH,NA,NA
ECON,NA,NA,NA,NA,NA
GS,NA,NA,NA,NA,NA
EN_SO,NA,NA,NA,NA,NA
PSYC,NA,NA,REL,SSES,NA
MFDBA,NA,NA,NA,NA,NA
ECON,NA,NA,STATS,NA,NA
ANTH,NA,NA,NA,NA,NA
SOC,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
SOC,NA,NA,EDUCS,SSES,NA
STAT,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
HIST,NA,NA,NA,NA,NA
EN_SO,NA,NA,NA,NA,NA
ENG,HIST,NA,NA,NA,NA
NRSCI,NA,NA,GOVT,NA,NA
MFDBA,BUSLA,NA,NA,NA,NA
NRSCI,NA,NA,PUB,NA,NA
CS,MATH,NA,NA,NA,NA
PSYC,NA,NA,ENG,NA,NA
SOC,NA,NA,ARAB,PUB,NA
BI_PH,NA,NA,MATH,NA,NA
CHEM,GEOL,NA,NA,NA,NA
GEOL,NA,NA,ANTH,NA,NA
ENG,NA,NA,HISP,NA,NA
ECON,BUSLA,NA,STATS,NA,NA
MATH,STAT,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
EN_BI,NA,NA,NA,NA,NA
PCA,NA,NA,SSES,NA,NA
ECON,NA,NA,NA,NA,NA
CONBI,NA,NA,NA,NA,NA
CONBI,NA,NA,NA,NA,NA
HIST,NA,NA,NA,NA,NA
ENG,NA,NA,NA,NA,NA
PCA,ENG,NA,SOC,NA,NA
CN_EN,NA,NA,NA,NA,NA
PCA,NA,NA,GS,NA,NA
ENVS,BUSLA,NA,NA,NA,NA
PCA,ENG,NA,NA,NA,NA
NRSCI,NA,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
GOVT,NA,NA,CLAS,NA,NA
ART,NA,NA,AS,NA,NA
BIOL,NA,NA,NA,NA,NA
PHYS,MATH,NA,NA,NA,NA
MATH,NA,NA,NA,NA,NA
MATH,NA,NA,PUB,NA,NA
SOC,NA,NA,EDUCS,NA,NA
ART,NA,NA,NA,NA,NA
FRST,BUSLA,NA,NA,NA,NA
EC_GR,NA,NA,NA,NA,NA
ENVS,NA,NA,NA,NA,NA
GOVT,PSYC,NA,NA,NA,NA
PHYS,MUS,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
ENG,NA,NA,NA,NA,NA
EN_EN,NA,NA,NA,NA,NA
PCA,NA,NA,SSES,NA,NA
ENVS,NA,NA,CHEM,NA,NA
MATH,NA,NA,NA,NA,NA
GEOL,NA,NA,NA,NA,NA
MATH,NA,NA,NA,NA,NA
HIST,NA,NA,NA,NA,NA
PCA,NA,NA,EDUCS,NA,NA
CS,NA,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
GEOL,ENVS,NA,NA,NA,NA
CS,STAT,NA,MATH,NA,NA
HIST,NA,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
PSYC,NA,NA,SSES,NA,NA
ECON,NA,NA,GS,MUS,NA
ENVS,NA,NA,NA,NA,NA
GEOL,NA,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
BIOL,NA,NA,EDUCT,NA,NA
ART,NA,NA,NA,NA,NA
NRSCI,NA,NA,MATH,NA,NA
ECON,NA,NA,STATS,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ENVS,NA,NA,AFS,PEAC,NA
ECON,NA,NA,PSYC,NA,NA
NRSCI,NA,NA,ANTH,CHEM,NA
GS,NA,NA,NA,NA,NA
CS,NA,NA,STATS,NA,NA
PSYC,NA,NA,GOVT,NA,NA
GOVT,NA,NA,CNS,NA,NA
STAT,ECON,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
NRSCI,NA,NA,NA,NA,NA
PSYC,NA,NA,EDUCS,NA,NA
BIOL,ECON,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
ENG,NA,NA,EDUCT,NA,NA
ENG,NA,NA,GRST,GOVT,NA
GOVT,MULTL,NA,ARAB,EUR,NA
MATH,NA,NA,ART,NA,NA
ECON,BUSLA,NA,PCA,NA,NA
GEOL,NA,NA,NA,NA,NA
CHEM,MATH,NA,NA,NA,NA
MATH,ECON,NA,NA,NA,NA
CHEM,NA,NA,MATH,PHYS,NA
ECON,NA,NA,NA,NA,NA
ART,NA,NA,NA,NA,NA
PCA,NA,NA,EDUCS,NA,NA
PSYC,NA,NA,GNDR,NA,NA
PSYC,NA,NA,GRST,STATS,NA
BIOL,NA,NA,AFS,ECON,NA
AF_AN,NA,NA,SOC,NA,NA
ECON,BUSLA,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
PSYC,NA,NA,GNDR,NA,NA
ENG,REL,NA,GOVT,NA,NA
PSYC,NA,NA,SSES,NA,NA
PSYC,NA,NA,EDUCS,SOC,NA
PHYS,MUS,NA,NA,NA,NA
PCA,NA,NA,GOVT,SSES,NA
PSYC,NA,NA,SSES,NA,NA
GEOL,ECON,NA,NA,NA,NA
PHYS,MATH,NA,GEOL,NA,NA
BIOL,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
PSYC,BUSLA,NA,SSES,NA,NA
CS,NA,NA,NA,NA,NA
MATH,CS,NA,CHIN,NA,NA
GOVT,NA,NA,OUTDR,NA,NA
ENG,NA,NA,NA,NA,NA
EC_FR,NA,NA,GOVT,NA,NA
ENVS,NA,NA,NA,NA,NA
ECON,NA,NA,GOVT,MATH,NA
ECON,BUSLA,NA,NA,NA,NA
ART,NA,NA,NA,NA,NA
ECON,NA,NA,GOVT,NA,NA
ENG,MATH,NA,NA,NA,NA
ECON,NA,NA,ENG,NA,NA
EN_PS,NA,NA,NA,NA,NA
PSYC,NA,NA,STATS,NA,NA
PCA,NA,NA,EDUCS,SOC,NA
ECON,BUSLA,NA,NA,NA,NA
MATH,HISP,NA,EDUCS,NA,NA
ANTH,NA,NA,HIST,NA,NA
AF_GO,NA,NA,NA,NA,NA
CS,NA,NA,MATH,STATS,NA
MATH,CS,NA,STATS,NA,NA
NRSCI,NA,NA,CHEM,NA,NA
ECON,NA,NA,NA,NA,NA
BIOCH,NA,NA,ITAL,NA,NA
SOC,NA,NA,SSES,NA,NA
PSYC,FRST,NA,NA,NA,NA
GEOL,NA,NA,ANTH,NA,NA
EN_MA,NA,NA,AFS,OUTDR,NA
PSYC,BUSLA,NA,NA,NA,NA
EN_SO,NA,NA,OUTDR,PUB,NA
CS,NA,NA,ART,CLAS,NA
PSYC,NA,NA,BIOL,PUB,NA
PCA,NA,NA,FLMS,NA,NA
EC_MA,BUSLA,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
AF_HI,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
GOVT,NA,NA,PHIL,NA,NA
EC_SP,NA,NA,CLAS,NA,NA
BIOL,NA,NA,SSES,NA,NA
BIOL,NA,NA,GRST,NA,NA
ENG,NA,NA,NA,NA,NA
GOVT,HIST,NA,NA,NA,NA
EN_GO,NA,NA,NA,NA,NA
ENG,NA,NA,PCA,NA,NA
CS,NA,NA,MATH,NA,NA
STAT,BUSLA,NA,NA,NA,NA
MUS,MATH,NA,NA,NA,NA
BIOL,ANTH,NA,PUB,NA,NA
GS,GOVT,NA,ARAB,NA,NA
GOVT,NA,NA,GS,PEAC,NA
PCA,NA,NA,NA,NA,NA
GEOL,NA,NA,FLMS,NA,NA
ECON,NA,NA,NA,NA,NA
